,Unnamed: 0,formation,gk rating,defence rating,midfield rating,attack rating,net stamina,net physicallity,away formation,away gk rating,away defence rating,away midfield rating,away attack rating,away net stamina,away net physicallity,home goals,away goals,home_result_list
1271,1271,4-1-4-1,135,338,132,122,2089,2021,4-4-2,227,700,171,206,2065,2233,2,0,W
1272,1272,4-3-3,219,606,147,172,2290,2191,4-2-3-1,236,538,84,242,2261,2279,3,0,W
1273,1273,4-2-3-1,229,741,296,82,2158,2255,4-3-3,243,624,321,367,2294,2258,3,1,W
1274,1274,4-4-2,227,700,171,206,2065,2233,4-4-2,371,727,136,419,2071,2255,0,3,L
1275,1275,4-2-3-1,238,515,61,300,2190,2204,4-1-4-1,135,338,132,122,2089,2021,4,2,W
1276,1276,4-4-2,217,462,150,155,2193,2254,4-4-2,287,279,272,416,2039,2144,0,2,L
1277,1277,4-4-2,287,437,134,366,2038,2187,3-4-3,221,423,0,292,2188,2264,1,2,L
1278,1278,3-4-3,231,552,325,239,2270,2261,4-3-3,286,593,70,287,2097,2105,2,0,W
1279,1279,4-4-1-1,217,462,150,155,2193,2254,4-3-3,219,606,147,172,2290,2191,1,3,L
1280,1280,4-4-2,371,727,136,419,2071,2255,4-4-1-1,287,279,272,416,2039,2144,1,1,D
1281,1281,4-3-3,243,624,321,367,2294,2258,3-5-2,217,462,150,155,2193,2254,0,2,L
1282,1282,4-4-2,287,437,134,366,2038,2187,3-4-3,231,552,325,239,2270,2261,1,1,D
1283,1283,4-4-2,371,727,136,419,2071,2255,4-1-4-1,265,337,132,193,1892,2003,0,0,D
1284,1284,4-2-3-1,287,279,272,416,2039,2144,3-5-2,193,336,284,314,2025,1969,1,0,W
1285,1285,4-2-3-1,238,515,61,300,2190,2204,4-3-3,219,606,147,172,2290,2191,0,1,L
1286,1286,4-2-3-1,272,282,195,271,1913,2062,4-2-3-1,229,741,296,82,2158,2255,1,2,L
1287,1287,3-5-1-1,135,338,132,122,2089,2021,4-4-2,287,437,134,366,2038,2187,3,0,W
1288,1288,4-3-3,219,606,147,172,2290,2191,3-4-3,217,497,123,156,2101,2195,2,1,W
1289,1289,4-1-4-1,135,338,132,122,2089,2021,4-3-3,272,282,195,271,1913,2062,0,1,L
1290,1290,3-4-3,231,552,325,239,2270,2261,4-2-3-1,245,562,0,87,2278,2314,0,0,D
1291,1291,4-4-2,229,741,296,82,2158,2255,4-2-3-1,238,515,61,300,2190,2204,1,3,L
1292,1292,4-3-3,227,700,171,206,2065,2233,4-2-3-1,287,279,272,416,2039,2144,0,0,D
1293,1293,4-4-2,217,462,150,155,2193,2254,4-4-2,287,437,134,366,2038,2187,1,0,W
1294,1294,4-3-3,219,606,147,172,2290,2191,3-4-3,221,423,0,292,2188,2264,4,1,W
1295,1295,4-4-2,227,700,171,206,2065,2233,4-2-3-1,245,562,0,87,2278,2314,0,0,D
1296,1296,4-4-2,371,727,136,419,2071,2255,3-5-2,229,741,296,82,2158,2255,1,1,D
1297,1297,4-3-3,243,624,321,367,2294,2258,3-4-3,231,552,325,239,2270,2261,0,1,L
1298,1298,4-4-2,287,279,272,416,2039,2144,4-2-3-1,236,538,84,242,2261,2279,0,1,L
1299,1299,4-3-3,272,282,195,271,1913,2062,3-4-3,221,423,0,292,2188,2264,0,0,D
1300,1300,4-4-2,371,727,136,419,2071,2255,4-2-3-1,238,515,61,300,2190,2204,1,1,D
1301,1301,4-3-3,219,606,147,172,2290,2191,4-2-3-1,245,562,0,87,2278,2314,0,2,L
1302,1302,4-3-3,243,624,321,367,2294,2258,4-4-2,287,279,272,416,2039,2144,0,1,L
1303,1303,3-4-3,231,552,325,239,2270,2261,3-4-1-2,217,462,150,155,2193,2254,2,0,W
1304,1304,4-3-3,219,606,147,172,2290,2191,4-2-3-1,287,437,134,366,2038,2187,5,2,W
1305,1305,4-1-4-1,135,338,132,122,2089,2021,4-2-3-1,231,552,325,239,2270,2261,0,0,D
1306,1306,4-4-2,217,462,150,155,2193,2254,4-4-2,371,727,136,419,2071,2255,1,2,L
1307,1307,4-4-2,227,700,171,206,2065,2233,4-1-4-1,265,337,132,193,1892,2003,1,0,W
1308,1308,4-3-3,287,279,272,416,2039,2144,3-4-3,219,606,147,172,2290,2191,0,3,L
1309,1309,3-4-1-2,229,741,296,82,2158,2255,3-5-2,193,336,284,314,2025,1969,5,0,W
1310,1310,4-2-3-1,238,515,61,300,2190,2204,4-2-3-1,236,538,84,242,2261,2279,2,1,W
1311,1311,4-3-3,287,437,134,366,2038,2187,4-4-2,213,423,503,224,2212,2206,1,2,L
1312,1312,4-2-3-1,287,279,272,416,2039,2144,4-1-4-1,135,338,132,122,2089,2021,1,2,L
1313,1313,4-3-3,272,282,195,271,1913,2062,4-4-2,236,538,84,242,2261,2279,0,2,L
1314,1314,3-4-3,231,552,325,239,2270,2261,3-4-3,265,337,132,193,1892,2003,2,5,L
1315,1315,3-4-1-2,229,741,296,82,2158,2255,4-2-3-1,219,606,147,172,2290,2191,0,2,L
1316,1316,4-2-3-1,238,515,61,300,2190,2204,4-3-3,243,624,321,367,2294,2258,0,3,L
1317,1317,4-1-4-1,135,338,132,122,2089,2021,3-5-2,193,336,284,314,2025,1969,2,1,W
1318,1318,4-2-3-1,272,282,195,271,1913,2062,4-2-3-1,287,279,272,416,2039,2144,3,1,W
1319,1319,4-4-2,287,437,134,366,2038,2187,4-4-2,371,727,136,419,2071,2255,3,2,W
1320,1320,3-4-1-2,217,462,150,155,2193,2254,4-4-2,227,700,171,206,2065,2233,1,1,D
1321,1321,3-4-3,287,279,272,416,2039,2144,4-2-3-1,221,423,0,292,2188,2264,0,1,L
1322,1322,4-3-3,219,606,147,172,2290,2191,4-3-3,135,338,132,122,2089,2021,1,2,L
1323,1323,4-3-3,243,624,321,367,2294,2258,4-2-3-1,272,282,195,271,1913,2062,2,1,W
1324,1324,4-4-2,227,700,171,206,2065,2233,3-4-3,231,552,325,239,2270,2261,1,4,L
1325,1325,4-4-2,371,727,136,419,2071,2255,3-5-2,286,593,70,287,2097,2105,1,2,L
1326,1326,3-5-1-1,217,462,150,155,2193,2254,3-4-1-2,236,538,84,242,2261,2279,2,2,D
1327,1327,4-2-3-1,238,515,61,300,2190,2204,4-4-2,287,279,272,416,2039,2144,1,1,D
1328,1328,4-1-4-1,135,338,132,122,2089,2021,4-3-3,243,624,321,367,2294,2258,1,1,D
1329,1329,3-4-3,231,552,325,239,2270,2261,3-5-2,213,423,503,224,2212,2206,0,0,D
1330,1330,4-1-4-1,272,282,195,271,1913,2062,4-3-3,219,606,147,172,2290,2191,1,2,L
1331,1331,3-4-1-2,229,741,296,82,2158,2255,4-4-1-1,265,337,132,193,1892,2003,3,0,W
1332,1332,4-2-3-1,238,515,61,300,2190,2204,4-2-3-1,217,462,150,155,2193,2254,0,1,L
1333,1333,4-4-2,243,624,321,367,2294,2258,3-5-2,286,593,70,287,2097,2105,1,1,D
1334,1334,4-1-4-1,135,338,132,122,2089,2021,4-2-3-1,245,562,0,87,2278,2314,0,0,D
1335,1335,4-2-3-1,272,282,195,271,1913,2062,4-1-4-1,265,337,132,193,1892,2003,2,2,D
1336,1336,3-4-1-2,229,741,296,82,2158,2255,4-3-3,227,700,171,206,2065,2233,2,1,W
1337,1337,4-4-2,287,437,134,366,2038,2187,3-4-1-2,229,741,296,82,2158,2255,1,1,D
1338,1338,3-5-2,231,552,325,239,2270,2261,4-2-3-1,287,279,272,416,2039,2144,2,0,W
1339,1339,4-2-3-1,217,462,150,155,2193,2254,4-2-3-1,272,282,195,271,1913,2062,1,2,L
1340,1340,4-3-3,227,700,171,206,2065,2233,4-4-1-1,219,606,147,172,2290,2191,0,2,L
1341,1341,4-4-2,371,727,136,419,2071,2255,4-2-3-1,217,497,123,156,2101,2195,1,2,L
1342,1342,3-4-1-2,229,741,296,82,2158,2255,3-5-2,286,593,70,287,2097,2105,2,4,L
1343,1343,3-5-2,219,606,147,172,2290,2191,3-4-3,231,552,325,239,2270,2261,1,2,L
1344,1344,4-3-3,243,624,321,367,2294,2258,4-4-2,287,437,134,366,2038,2187,2,0,W
1345,1345,4-1-4-1,135,338,132,122,2089,2021,4-2-3-1,236,538,84,242,2261,2279,3,1,W
1346,1346,4-2-3-1,238,515,61,300,2190,2204,4-4-1-1,265,337,132,193,1892,2003,3,1,W
1347,1347,4-2-3-1,272,282,195,271,1913,2062,4-2-3-1,245,562,0,87,2278,2314,1,3,L
1348,1348,4-2-3-1,287,279,272,416,2039,2144,4-4-2,371,727,136,419,2071,2255,0,2,L
1349,1349,4-4-2,287,437,134,366,2038,2187,4-3-3,227,700,171,206,2065,2233,3,1,W
1350,1350,3-4-3,231,552,325,239,2270,2261,3-4-3,238,515,61,300,2190,2204,0,1,L
1351,1351,4-2-3-1,272,282,195,271,1913,2062,4-4-2,217,462,150,155,2193,2254,0,0,D
1352,1352,4-4-2,287,437,134,366,2038,2187,3-4-3,287,279,272,416,2039,2144,3,1,W
1353,1353,4-4-2,371,727,136,419,2071,2255,4-1-4-1,135,338,132,122,2089,2021,0,4,L
1354,1354,4-2-3-1,217,462,150,155,2193,2254,3-4-3,193,336,284,314,2025,1969,0,1,L
1355,1355,4-3-3,227,700,171,206,2065,2233,4-2-3-1,272,282,195,271,1913,2062,3,2,W
1356,1356,3-4-3,231,552,325,239,2270,2261,3-4-3,229,741,296,82,2158,2255,2,1,W
1357,1357,4-4-2,287,437,134,366,2038,2187,3-5-1-1,135,338,132,122,2089,2021,0,2,L
1358,1358,4-4-2,217,462,150,155,2193,2254,3-4-1-2,221,423,0,292,2188,2264,1,0,W
1359,1359,4-3-3,227,700,171,206,2065,2233,4-2-3-1,238,515,61,300,2190,2204,1,3,L
1360,1360,4-4-1-1,371,727,136,419,2071,2255,4-3-3,243,624,321,367,2294,2258,0,3,L
1361,1361,4-3-3,219,606,147,172,2290,2191,4-4-2,217,462,150,155,2193,2254,5,0,W
1362,1362,4-3-3,243,624,321,367,2294,2258,4-3-3,227,700,171,206,2065,2233,2,0,W
1363,1363,4-4-2,229,741,296,82,2158,2255,4-2-3-1,236,538,84,242,2261,2279,2,4,L
1364,1364,4-2-3-1,238,515,61,300,2190,2204,4-3-3,213,423,503,224,2212,2206,2,0,W
1365,1365,3-4-3,135,338,132,122,2089,2021,3-5-2,265,337,132,193,1892,2003,3,1,W
1366,1366,4-2-3-1,272,282,195,271,1913,2062,3-4-3,231,552,325,239,2270,2261,2,1,W
1367,1367,3-4-3,287,279,272,416,2039,2144,3-5-2,286,593,70,287,2097,2105,0,2,L
1368,1368,3-5-2,194,211,58,129,1868,1923,4-2-3-1,238,515,61,300,2190,2204,2,0,W
1369,1369,3-4-3,231,552,325,239,2270,2261,4-4-2,227,700,171,206,2065,2233,3,0,W
1370,1370,4-2-3-1,229,741,296,82,2158,2255,3-4-3,221,423,0,292,2188,2264,1,0,W
1371,1371,4-4-2,371,727,136,419,2071,2255,4-1-4-1,213,423,503,224,2212,2206,1,2,L
1372,1372,4-2-3-1,217,462,150,155,2193,2254,4-4-2,287,437,134,366,2038,2187,3,1,W
1373,1373,4-5-1,221,577,71,296,2089,2369,4-2-3-1,272,282,195,271,1913,2062,3,2,W
1374,1374,4-3-3,219,606,147,172,2290,2191,4-3-3,203,411,128,280,2005,2034,5,0,W
1375,1375,4-3-3,227,700,171,206,2065,2233,3-5-2,194,211,58,129,1868,1923,0,0,D
1376,1376,4-3-3,272,282,195,271,1913,2062,3-5-2,286,593,70,287,2097,2105,2,0,W
1377,1377,3-4-3,135,338,132,122,2089,2021,4-4-1-1,217,462,150,155,2193,2254,2,2,D
1378,1378,4-2-3-1,238,515,61,300,2190,2204,3-4-3,231,552,325,239,2270,2261,0,2,L
1379,1379,4-4-2,287,437,134,366,2038,2187,4-2-3-1,245,562,0,87,2278,2314,1,1,D
1380,1380,4-3-3,219,606,147,172,2290,2191,3-4-3,238,515,61,300,2190,2204,5,0,W
1381,1381,4-5-1,272,282,195,271,1913,2062,3-4-1-2,194,211,58,129,1868,1923,1,1,D
1382,1382,4-3-3,203,411,128,280,2005,2034,4-4-2,229,741,296,82,2158,2255,1,2,L
1383,1383,4-4-2,371,727,136,419,2071,2255,3-5-1-1,135,338,132,122,2089,2021,1,1,D
1384,1384,3-4-3,231,552,325,239,2270,2261,3-5-2,272,282,195,271,1913,2062,3,0,W
1385,1385,4-2-3-1,238,515,61,300,2190,2204,4-3-3,203,411,128,280,2005,2034,1,0,W
1386,1386,4-2-3-1,229,741,296,82,2158,2255,4-3-3,219,606,147,172,2290,2191,0,1,L
1387,1387,3-5-2,194,211,58,129,1868,1923,3-4-1-2,213,423,503,224,2212,2206,0,1,L
1388,1388,4-1-4-1,287,437,134,366,2038,2187,4-2-3-1,217,497,123,156,2101,2195,0,0,D
1389,1389,4-3-3,227,700,171,206,2065,2233,4-4-2,236,538,84,242,2261,2279,3,0,W
1390,1390,4-5-1,221,577,71,296,2089,2369,3-4-3,221,423,0,292,2188,2264,0,2,L
1391,1391,3-4-3,217,462,150,155,2193,2254,4-4-2,371,727,136,419,2071,2255,3,1,W
1392,1392,4-3-3,219,606,147,172,2290,2191,4-4-2,287,437,134,366,2038,2187,0,0,D
1393,1393,3-5-2,272,282,195,271,1913,2062,4-4-1-1,217,462,150,155,2193,2254,3,0,W
1394,1394,4-4-2,371,727,136,419,2071,2255,4-1-4-1,238,515,61,300,2190,2204,0,1,L
1395,1395,4-3-3,203,411,128,280,2005,2034,4-2-3-1,221,577,71,296,2089,2369,1,3,L
1396,1396,3-5-2,231,552,325,239,2270,2261,4-3-3,219,606,147,172,2290,2191,0,1,L
1397,1397,4-3-3,229,741,296,82,2158,2255,4-4-2,371,727,136,419,2071,2255,2,2,D
1398,1398,4-1-4-1,135,338,132,122,2089,2021,4-2-3-1,217,497,123,156,2101,2195,1,2,L
1399,1399,4-4-1-1,217,462,150,155,2193,2254,3-5-2,203,411,128,280,2005,2034,2,0,W
1400,1400,4-2-3-1,221,577,71,296,2089,2369,4-1-4-1,286,593,70,287,2097,2105,1,1,D
1401,1401,4-2-3-1,238,515,61,300,2190,2204,4-3-3,236,538,84,242,2261,2279,3,1,W
1402,1402,4-4-2,287,437,134,366,2038,2187,3-4-3,221,423,0,292,2188,2264,0,1,L
1403,1403,4-3-3,227,700,171,206,2065,2233,3-4-3,213,423,503,224,2212,2206,1,1,D
1404,1404,3-4-3,231,552,325,239,2270,2261,4-4-2,287,437,134,366,2038,2187,3,1,W
1405,1405,4-1-4-1,135,338,132,122,2089,2021,4-2-3-1,221,577,71,296,2089,2369,1,0,W
1406,1406,4-4-2,371,727,136,419,2071,2255,3-5-2,203,411,128,280,2005,2034,0,0,D
1407,1407,4-3-3,227,700,171,206,2065,2233,4-4-2,229,741,296,82,2158,2255,2,2,D
1408,1408,4-3-3,219,606,147,172,2290,2191,4-4-2,371,727,136,419,2071,2255,2,0,W
1409,1409,3-4-1-2,229,741,296,82,2158,2255,4-2-3-1,245,562,0,87,2278,2314,4,2,W
1410,1410,3-5-2,194,211,58,129,1868,1923,3-5-2,231,552,325,239,2270,2261,0,1,L
1411,1411,4-4-2,287,437,134,366,2038,2187,3-4-3,135,338,132,122,2089,2021,1,0,W
1412,1412,3-4-1-2,272,282,195,271,1913,2062,3-4-3,221,423,0,292,2188,2264,2,3,L
1413,1413,3-5-2,203,411,128,280,2005,2034,3-5-2,213,423,503,224,2212,2206,0,0,D
1414,1414,4-4-1-1,217,462,150,155,2193,2254,4-2-3-1,217,497,123,156,2101,2195,0,1,L
1415,1415,4-1-4-1,238,515,61,300,2190,2204,4-2-3-1,227,700,171,206,2065,2233,2,2,D
1416,1416,4-2-3-1,238,515,61,300,2190,2204,3-4-1-2,272,282,195,271,1913,2062,3,1,W
1417,1417,3-4-3,231,552,325,239,2270,2261,3-5-2,203,411,128,280,2005,2034,7,0,W
1418,1418,4-4-2,287,437,134,366,2038,2187,4-4-2,371,727,136,419,2071,2255,2,2,D
1419,1419,4-3-3,227,700,171,206,2065,2233,3-5-2,286,593,70,287,2097,2105,1,1,D
1420,1420,4-4-1-1,135,338,132,122,2089,2021,3-4-3,221,423,0,292,2188,2264,1,1,D
1421,1421,4-4-1-1,217,462,150,155,2193,2254,4-1-4-1,221,577,71,296,2089,2369,2,5,L
1422,1422,3-5-2,194,211,58,129,1868,1923,3-4-1-2,229,741,296,82,2158,2255,1,2,L
1423,1423,4-3-3,219,606,147,172,2290,2191,4-3-3,227,700,171,206,2065,2233,0,2,L
1424,1424,3-4-1-2,229,741,296,82,2158,2255,4-4-1-1,238,515,61,300,2190,2204,0,2,L
1425,1425,4-4-2,371,727,136,419,2071,2255,3-5-2,194,211,58,129,1868,1923,3,1,W
1426,1426,4-4-1-1,221,577,71,296,2089,2369,4-4-2,287,437,134,366,2038,2187,0,1,L
1427,1427,4-3-3,272,282,195,271,1913,2062,4-2-3-1,217,497,123,156,2101,2195,1,4,L
1428,1428,3-5-2,203,411,128,280,2005,2034,3-5-1-1,135,338,132,122,2089,2021,1,2,L
1429,1429,4-4-2,287,437,134,366,2038,2187,4-2-3-1,272,282,195,271,1913,2062,1,0,W
1430,1430,3-4-1-2,231,552,325,239,2270,2261,4-4-2,371,727,136,419,2071,2255,1,1,D
1431,1431,3-5-2,194,211,58,129,1868,1923,4-2-3-1,203,411,128,280,2005,2034,1,2,L
1432,1432,4-3-3,227,700,171,206,2065,2233,3-4-3,221,423,0,292,2188,2264,2,0,W
1433,1433,4-4-1-1,238,515,61,300,2190,2204,4-5-1,221,577,71,296,2089,2369,1,0,W
1434,1434,4-2-3-1,135,338,132,122,2089,2021,4-3-3,229,741,296,82,2158,2255,1,1,D
1435,1435,4-4-1-1,217,462,150,155,2193,2254,3-4-3,236,538,84,242,2261,2279,0,0,D
1436,1436,3-4-3,229,741,296,82,2158,2255,3-4-3,231,552,325,239,2270,2261,0,3,L
1437,1437,4-3-3,272,282,195,271,1913,2062,3-5-2,213,423,503,224,2212,2206,2,0,W
1438,1438,4-4-2,371,727,136,419,2071,2255,4-2-3-1,227,700,171,206,2065,2233,3,3,D
1439,1439,4-1-4-1,221,577,71,296,2089,2369,4-2-3-1,245,562,0,87,2278,2314,4,1,W
1440,1440,4-3-3,203,411,128,280,2005,2034,4-4-2,287,437,134,366,2038,2187,2,1,W
1441,1441,4-3-3,219,606,147,172,2290,2191,4-4-1-1,217,462,150,155,2193,2254,3,0,W
1442,1442,4-4-1-1,238,515,61,300,2190,2204,4-4-2,286,593,70,287,2097,2105,2,0,W
1443,1443,4-2-3-1,227,700,171,206,2065,2233,4-3-3,272,282,195,271,1913,2062,1,2,L
1444,1444,4-1-4-1,203,411,128,280,2005,2034,3-4-3,221,423,0,292,2188,2264,0,0,D
1445,1445,4-3-3,219,606,147,172,2290,2191,4-2-3-1,217,497,123,156,2101,2195,2,1,W
1446,1446,3-4-3,231,552,325,239,2270,2261,4-4-2,245,562,0,87,2278,2314,1,1,D
1447,1447,4-2-3-1,229,741,296,82,2158,2255,4-5-1,221,577,71,296,2089,2369,4,2,W
1448,1448,3-5-2,194,211,58,129,1868,1923,4-4-1-1,217,462,150,155,2193,2254,1,0,W
1449,1449,4-1-4-1,135,338,132,122,2089,2021,4-3-3,227,700,171,206,2065,2233,1,0,W
1450,1450,4-4-2,287,437,134,366,2038,2187,4-2-3-1,229,741,296,82,2158,2255,2,2,D
1451,1451,4-3-3,272,282,195,271,1913,2062,4-2-3-1,219,606,147,172,2290,2191,1,2,L
1452,1452,4-1-4-1,221,577,71,296,2089,2369,3-4-3,231,552,325,239,2270,2261,1,2,L
1453,1453,4-4-2,287,437,134,366,2038,2187,3-5-2,213,423,503,224,2212,2206,1,1,D
1454,1454,4-5-1,221,577,71,296,2089,2369,4-3-3,219,606,147,172,2290,2191,1,3,L
1455,1455,4-3-3,272,282,195,271,1913,2062,4-2-3-1,229,741,296,82,2158,2255,2,1,W
1456,1456,3-4-3,135,338,132,122,2089,2021,3-5-2,194,211,58,129,1868,1923,2,2,D
1457,1457,4-4-1-1,217,462,150,155,2193,2254,4-2-3-1,238,515,61,300,2190,2204,2,1,W
1458,1458,3-5-2,194,211,58,129,1868,1923,4-2-3-1,221,577,71,296,2089,2369,2,1,W
1459,1459,4-3-3,219,606,147,172,2290,2191,3-5-2,221,423,0,292,2188,2264,1,0,W
1460,1460,3-4-3,231,552,325,239,2270,2261,4-4-2,135,338,132,122,2089,2021,3,2,W
1461,1461,4-4-1-1,238,515,61,300,2190,2204,4-4-2,287,437,134,366,2038,2187,3,0,W
1462,1462,4-3-3,203,411,128,280,2005,2034,4-2-2-2,245,562,0,87,2278,2314,0,1,L
1463,1463,4-2-3-1,229,741,296,82,2158,2255,4-4-2,286,593,70,287,2097,2105,4,0,W
1464,1464,4-3-3,227,700,171,206,2065,2233,4-1-4-1,217,462,150,155,2193,2254,3,1,W
1465,1465,4-4-2,371,727,136,419,2071,2255,4-2-3-1,217,497,123,156,2101,2195,0,0,D
1466,1466,4-3-3,219,606,147,172,2290,2191,4-2-3-1,135,338,132,122,2089,2021,7,0,W
1467,1467,4-3-3,203,411,128,280,2005,2034,4-3-3,272,282,195,271,1913,2062,0,2,L
1468,1468,4-4-1-1,238,515,61,300,2190,2204,4-2-3-1,217,497,123,156,2101,2195,2,0,W
1469,1469,4-3-3,227,700,171,206,2065,2233,4-4-2,287,437,134,366,2038,2187,2,2,D
1470,1470,3-4-3,231,552,325,239,2270,2261,3-4-3,217,462,150,155,2193,2254,1,1,D
1471,1471,4-2-3-1,135,338,132,122,2089,2021,4-2-3-1,238,515,61,300,2190,2204,1,4,L
1472,1472,4-3-3,219,606,147,172,2290,2191,4-4-1-1,229,741,296,82,2158,2255,6,3,W
1473,1473,4-4-2,272,282,195,271,1913,2062,3-4-3,231,552,325,239,2270,2261,1,3,L
1474,1474,4-4-1-1,203,411,128,280,2005,2034,4-2-3-1,238,515,61,300,2190,2204,0,5,L
1475,1475,3-5-2,287,437,134,366,2038,2187,3-4-3,236,538,84,242,2261,2279,1,1,D
1476,1476,4-3-3,227,700,171,206,2065,2233,4-2-3-1,203,411,128,280,2005,2034,3,0,W
1477,1477,4-1-4-1,221,577,71,296,2089,2369,4-2-3-1,217,497,123,156,2101,2195,1,4,L
1478,1478,3-4-3,231,552,325,239,2270,2261,3-4-3,213,423,503,224,2212,2206,1,1,D
1479,1479,3-5-2,194,211,58,129,1868,1923,4-3-3,219,606,147,172,2290,2191,0,1,L
1480,1480,4-2-3-1,238,515,61,300,2190,2204,4-3-3,219,606,147,172,2290,2191,1,2,L
1481,1481,4-3-3,227,700,171,206,2065,2233,4-2-3-1,217,497,123,156,2101,2195,2,3,L
1482,1482,4-4-2,221,577,71,296,2089,2369,3-4-3,236,538,84,242,2261,2279,0,1,L
1483,1483,3-5-2,194,211,58,129,1868,1923,4-3-3,272,282,195,271,1913,2062,2,1,W
1484,1484,3-4-3,135,338,132,122,2089,2021,4-4-2,371,727,136,419,2071,2255,3,1,W
1485,1485,3-4-3,217,462,150,155,2193,2254,4-4-2,213,423,503,224,2212,2206,2,3,L
1486,1486,3-5-2,287,437,134,366,2038,2187,3-5-2,194,211,58,129,1868,1923,4,1,W
1487,1487,4-3-3,219,606,147,172,2290,2191,3-4-3,231,552,325,239,2270,2261,1,0,W
1488,1488,4-3-3,272,282,195,271,1913,2062,4-3-3,245,562,0,87,2278,2314,2,2,D
1489,1489,4-4-2,203,411,128,280,2005,2034,4-4-2,217,462,150,155,2193,2254,2,1,W
1490,1490,3-5-2,229,741,296,82,2158,2255,3-5-2,236,538,84,242,2261,2279,2,3,L
1491,1491,3-5-2,194,211,58,129,1868,1923,4-2-3-1,245,562,0,87,2278,2314,1,3,L
1492,1492,4-3-3,221,577,71,296,2089,2369,4-4-2,203,411,128,280,2005,2034,0,3,L
1493,1493,3-5-2,194,211,58,129,1868,1923,3-5-2,221,423,0,292,2188,2264,1,2,L
1494,1494,4-4-2,287,437,134,366,2038,2187,4-3-3,219,606,147,172,2290,2191,1,1,D
1495,1495,4-2-3-1,135,338,132,122,2089,2021,4-3-3,286,593,70,287,2097,2105,0,1,L
1496,1496,4-4-2,217,462,150,155,2193,2254,4-3-3,272,282,195,271,1913,2062,0,1,L
1497,1497,4-3-3,231,552,325,239,2270,2261,4-4-2,236,538,84,242,2261,2279,2,0,W
1498,1498,4-1-4-1,238,515,61,300,2190,2204,4-4-2,371,727,136,419,2071,2255,0,0,D
1499,1499,4-2-3-1,229,741,296,82,2158,2255,4-4-2,213,423,503,224,2212,2206,1,1,D
1500,1500,4-4-2,371,727,136,419,2071,2255,4-4-2,221,577,71,296,2089,2369,0,0,D
1501,1501,4-4-2,371,727,136,419,2071,2255,4-2-3-1,245,562,0,87,2278,2314,1,1,D
1502,1502,4-3-3,219,606,147,172,2290,2191,3-5-2,194,211,58,129,1868,1923,2,0,W
1503,1503,4-3-3,272,282,195,271,1913,2062,4-2-3-1,135,338,132,122,2089,2021,3,3,D
1504,1504,4-4-2,203,411,128,280,2005,2034,4-3-3,227,700,171,206,2065,2233,1,1,D
1505,1505,3-5-2,194,211,58,129,1868,1923,4-3-3,227,700,171,206,2065,2233,0,0,D
1506,1506,4-4-2,217,462,150,155,2193,2254,3-4-3,135,338,132,122,2089,2021,3,0,W
1507,1507,4-4-2,221,577,71,296,2089,2369,3-5-2,213,423,503,224,2212,2206,0,2,L
1508,1508,4-3-3,203,411,128,280,2005,2034,4-3-3,219,606,147,172,2290,2191,0,4,L
1509,1509,4-3-3,229,741,296,82,2158,2255,4-2-3-1,217,497,123,156,2101,2195,2,2,D
1510,1510,4-3-3,219,606,147,172,2290,2191,3-4-3,236,538,84,242,2261,2279,2,3,L
1511,1511,4-2-3-1,238,515,61,300,2190,2204,3-5-2,194,211,58,129,1868,1923,2,1,W
1512,1512,4-4-2,287,437,134,366,2038,2187,4-4-2,217,462,150,155,2193,2254,2,0,W
1513,1513,4-2-3-1,227,700,171,206,2065,2233,4-3-3,231,552,325,239,2270,2261,0,1,L
1514,1514,4-3-3,272,282,195,271,1913,2062,4-3-3,221,577,71,296,2089,2369,0,1,L
1515,1515,4-2-3-1,135,338,132,122,2089,2021,4-2-3-1,245,562,0,87,2278,2314,2,4,L
1516,1516,4-4-2,371,727,136,419,2071,2255,3-4-3,236,538,84,242,2261,2279,1,0,W
1517,1517,4-3-3,221,577,71,296,2089,2369,4-3-3,227,700,171,206,2065,2233,1,4,L
1518,1518,4-2-3-1,238,515,61,300,2190,2204,3-4-3,221,423,0,292,2188,2264,2,1,W
1519,1519,4-4-2,287,437,134,366,2038,2187,4-1-4-1,203,411,128,280,2005,2034,2,0,W
1520,1520,4-3-3,254,337,195,63,1909,1941,4-3-3,223,521,70,75,2166,2152,0,2,L
1521,1521,4-3-3,220,628,175,150,2028,2288,4-4-2,342,712,655,212,2086,2257,1,1,D
1522,1522,4-1-4-1,141,219,73,200,2110,1910,3-4-3,226,322,143,153,2306,2155,0,4,L
1523,1523,4-3-3,231,536,240,429,2213,2284,4-3-3,351,753,161,378,2227,2103,0,1,L
1524,1524,4-4-2,342,712,655,212,2086,2257,4-3-3,224,521,0,156,2194,2172,0,2,L
1525,1525,4-3-3,224,521,0,156,2194,2172,4-2-3-1,141,219,73,200,2110,1910,1,0,W
1526,1526,4-4-2,297,290,193,217,2097,2254,4-4-2,287,450,77,422,2090,2210,4,0,W
1527,1527,4-4-2,342,712,655,212,2086,2257,3-4-3,282,460,234,237,2211,2224,0,4,L
1528,1528,4-2-3-1,221,602,291,343,2105,2162,4-1-4-1,254,337,195,63,1909,1941,1,3,L
1529,1529,4-3-3,351,753,161,378,2227,2103,4-2-3-1,241,773,79,0,2264,2294,4,1,W
1530,1530,4-3-3,293,532,57,301,2152,2319,4-2-3-1,225,468,67,142,2265,2201,2,3,L
