,Unnamed: 0,formation,gk rating,defence rating,midfield rating,attack rating,net stamina,net physicallity,away formation,away gk rating,away defence rating,away midfield rating,away attack rating,away net stamina,away net physicallity,home goals,away goals,home_result_list
0,0,3-4-3,165,601,133,370,2237,2258,4-4-1-1,285,588,435,370,2314,2342,4,3,W
1,1,4-4-2,277,435,282,278,2224,2210,3-5-2,228,491,285,232,2277,2216,0,2,L
2,2,3-4-3,312,300,260,340,2232,2267,4-4-1-1,214,485,237,387,2255,2233,2,3,L
3,3,3-5-2,145,381,292,215,2217,2322,4-2-3-1,315,602,206,150,2095,2258,0,3,L
4,4,3-4-3,226,483,146,152,2346,2317,3-4-3,278,491,357,211,2011,2188,1,0,W
5,5,4-2-3-1,218,849,190,291,2219,2211,4-3-3,287,639,193,215,2149,2304,0,0,D
6,6,4-3-3,224,518,75,353,2282,2445,4-3-3,301,462,83,311,2268,2290,3,3,D
7,7,4-1-4-1,311,401,295,135,1893,1985,4-4-2,402,469,213,298,2128,2199,1,0,W
8,8,4-5-1,241,485,80,243,2377,2358,4-2-3-1,218,446,118,297,2169,2207,4,0,W
9,9,4-2-3-1,203,508,405,150,2171,2212,4-2-3-1,346,459,0,277,2223,2208,0,2,L
10,10,4-4-1-1,402,469,213,298,2128,2199,4-3-3,224,518,75,353,2282,2445,0,2,L
11,11,4-4-2,214,485,237,387,2255,2233,4-1-4-1,311,401,295,135,1893,1985,0,1,L
12,12,4-4-1-1,285,588,435,370,2314,2342,4-4-1-1,277,435,282,278,2224,2210,2,0,W
13,13,4-3-3,301,462,83,311,2268,2290,3-5-2,145,381,292,215,2217,2322,1,0,W
14,14,4-2-3-1,218,849,190,291,2219,2211,4-2-3-1,218,446,118,297,2169,2207,3,2,W
15,15,3-4-3,278,491,357,211,2011,2188,3-4-3,165,601,133,370,2237,2258,1,0,W
16,16,3-5-2,287,639,193,215,2149,2304,4-2-3-1,241,485,80,243,2377,2358,0,4,L
17,17,4-2-3-1,315,602,206,150,2095,2258,4-2-3-1,203,508,405,150,2171,2212,1,0,W
18,18,4-3-2-1,346,459,0,277,2223,2208,3-5-1-1,312,300,260,340,2232,2267,1,2,L
19,19,3-5-2,228,491,285,232,2277,2216,3-5-2,226,483,146,152,2346,2317,1,1,D
20,20,3-5-2,402,469,213,298,2128,2199,4-3-3,228,491,285,232,2277,2216,1,2,L
21,21,3-5-2,145,381,292,215,2217,2322,3-5-2,287,639,193,215,2149,2304,0,2,L
22,22,4-2-3-1,315,602,206,150,2095,2258,4-2-3-1,218,849,190,291,2219,2211,0,0,D
23,23,4-2-3-1,241,485,80,243,2377,2358,4-4-1-1,285,588,435,370,2314,2342,2,0,W
24,24,4-2-3-1,203,508,405,150,2171,2212,4-2-3-1,218,446,118,297,2169,2207,3,0,W
25,25,4-2-3-1,224,518,75,353,2282,2445,4-4-1-1,277,435,282,278,2224,2210,0,0,D
26,26,3-4-3,312,300,260,340,2232,2267,3-4-3,226,483,146,152,2346,2317,2,0,W
27,27,4-3-3,301,462,83,311,2268,2290,3-4-3,165,601,133,370,2237,2258,4,0,W
28,28,4-2-3-1,346,459,0,277,2223,2208,4-4-1-1,214,485,237,387,2255,2233,1,1,D
29,29,4-2-3-1,311,401,295,135,1893,1985,3-4-3,278,491,357,211,2011,2188,1,1,D
30,30,3-4-3,165,601,133,370,2237,2258,3-5-2,402,469,213,298,2128,2199,3,0,W
31,31,4-4-2,277,435,282,278,2224,2210,4-1-4-1,311,401,295,135,1893,1985,3,1,W
32,32,4-2-3-1,226,483,146,152,2346,2317,3-5-1-1,346,459,0,277,2223,2208,0,3,L
33,33,4-4-2,285,588,435,370,2314,2342,3-4-3,312,300,260,340,2232,2267,1,2,L
34,34,5-3-2,228,491,285,232,2277,2216,4-3-3,301,462,83,311,2268,2290,5,0,W
35,35,4-2-3-1,218,849,190,291,2219,2211,4-2-3-1,224,518,75,353,2282,2445,0,2,L
36,36,3-4-3,278,491,357,211,2011,2188,4-3-3,241,485,80,243,2377,2358,2,2,D
37,37,4-4-2,214,485,237,387,2255,2233,4-3-3,145,381,292,215,2217,2322,1,0,W
38,38,4-3-1-2,287,639,193,215,2149,2304,4-2-3-1,203,508,405,150,2171,2212,0,1,L
39,39,3-4-3,218,446,118,297,2169,2207,4-2-3-1,315,602,206,150,2095,2258,2,0,W
40,40,4-4-1-1,402,469,213,298,2128,2199,4-4-2,277,435,282,278,2224,2210,2,1,W
41,41,4-2-3-1,145,381,292,215,2217,2322,4-2-3-1,218,849,190,291,2219,2211,0,1,L
42,42,4-2-3-1,315,602,206,150,2095,2258,4-4-2,285,588,435,370,2314,2342,1,1,D
43,43,4-3-3,301,462,83,311,2268,2290,4-4-1-1,214,485,237,387,2255,2233,1,1,D
44,44,4-2-3-1,203,508,405,150,2171,2212,3-4-3,278,491,357,211,2011,2188,2,1,W
45,45,3-5-1-1,346,459,0,277,2223,2208,3-5-2,287,639,193,215,2149,2304,0,0,D
46,46,4-2-3-1,224,518,75,353,2282,2445,4-3-3,228,491,285,232,2277,2216,0,6,L
47,47,4-2-3-1,311,401,295,135,1893,1985,3-4-3,218,446,118,297,2169,2207,0,0,D
48,48,3-4-3,312,300,260,340,2232,2267,3-4-3,165,601,133,370,2237,2258,0,0,D
49,49,4-2-3-1,241,485,80,243,2377,2358,3-4-3,226,483,146,152,2346,2317,4,0,W
50,50,4-3-2-1,214,485,237,387,2255,2233,4-2-3-1,315,602,206,150,2095,2258,0,0,D
51,51,4-3-3,226,483,146,152,2346,2317,4-4-1-1,402,469,213,298,2128,2199,2,1,W
52,52,4-4-1-1,285,588,435,370,2314,2342,4-3-3,301,462,83,311,2268,2290,2,3,L
53,53,4-3-3,228,491,285,232,2277,2216,4-2-3-1,145,381,292,215,2217,2322,5,0,W
54,54,4-2-3-1,218,849,190,291,2219,2211,4-2-3-1,241,485,80,243,2377,2358,0,1,L
55,55,3-4-3,278,491,357,211,2011,2188,3-4-3,312,300,260,340,2232,2267,0,4,L
56,56,3-5-2,287,639,193,215,2149,2304,4-2-3-1,224,518,75,353,2282,2445,1,2,L
57,57,3-4-3,218,446,118,297,2169,2207,3-5-1-1,346,459,0,277,2223,2208,2,3,L
58,58,4-4-1-1,277,435,282,278,2224,2210,4-2-3-1,203,508,405,150,2171,2212,1,0,W
59,59,3-4-3,165,601,133,370,2237,2258,3-5-2,311,401,295,135,1893,1985,2,0,W
60,60,4-5-1,402,469,213,298,2128,2199,4-4-2,285,588,435,370,2314,2342,0,0,D
61,61,3-5-1-1,312,300,260,340,2232,2267,4-3-3,228,491,285,232,2277,2216,0,1,L
62,62,4-2-3-1,315,602,206,150,2095,2258,3-4-3,346,459,0,277,2223,2208,0,4,L
63,63,4-5-1,241,485,80,243,2377,2358,4-3-3,145,381,292,215,2217,2322,4,0,W
64,64,3-4-3,278,491,357,211,2011,2188,4-2-3-1,218,849,190,291,2219,2211,2,1,W
65,65,4-2-3-1,311,401,295,135,1893,1985,4-2-3-1,224,518,75,353,2282,2445,2,2,D
66,66,4-4-2,218,446,118,297,2169,2207,4-3-3,287,639,193,215,2149,2304,1,0,W
67,67,3-4-3,165,601,133,370,2237,2258,4-5-1,277,435,282,278,2224,2210,2,0,W
68,68,4-2-2-2,226,483,146,152,2346,2317,4-4-1-1,214,485,237,387,2255,2233,0,1,L
69,69,4-2-3-1,203,508,405,150,2171,2212,4-3-3,301,462,83,311,2268,2290,1,1,D
70,70,4-4-1-1,214,485,237,387,2255,2233,4-4-2,218,446,118,297,2169,2207,1,1,D
71,71,4-4-2,145,381,292,215,2217,2322,3-4-3,312,300,260,340,2232,2267,2,1,W
72,72,4-3-3,301,462,83,311,2268,2290,4-2-3-1,241,485,80,243,2377,2358,0,0,D
73,73,4-3-3,228,491,285,232,2277,2216,4-4-1-1,278,491,357,211,2011,2188,7,2,W
74,74,4-1-2-3,287,639,193,215,2149,2304,4-2-3-1,315,602,206,150,2095,2258,2,0,W
75,75,4-2-3-1,346,459,0,277,2223,2208,5-3-2,402,469,213,298,2128,2199,1,0,W
76,76,3-4-3,224,518,75,353,2282,2445,3-4-3,165,601,133,370,2237,2258,2,1,W
77,77,4-4-2,277,435,282,278,2224,2210,4-2-3-1,226,483,146,152,2346,2317,1,1,D
78,78,4-4-2,218,849,190,291,2219,2211,4-4-2,203,508,405,150,2171,2212,2,2,D
79,79,4-2-3-1,285,588,435,370,2314,2342,4-3-2-1,311,401,295,135,1893,1985,1,1,D
80,80,4-2-3-1,218,446,118,297,2169,2207,4-4-2,277,435,282,278,2224,2210,0,3,L
81,81,3-4-3,312,300,260,340,2232,2267,3-4-3,224,518,75,353,2282,2445,4,2,W
82,82,4-2-3-1,315,602,206,150,2095,2258,4-2-3-1,241,485,80,243,2377,2358,2,1,W
83,83,4-3-3,228,491,285,232,2277,2216,4-4-1-1,214,485,237,387,2255,2233,3,0,W
84,84,4-2-3-1,203,508,405,150,2171,2212,4-2-2-2,145,381,292,215,2217,2322,1,0,W
85,85,4-3-3,218,849,190,291,2219,2211,4-3-2-1,311,401,295,135,1893,1985,1,0,W
86,86,3-4-3,278,491,357,211,2011,2188,4-4-2,402,469,213,298,2128,2199,1,2,L
87,87,4-3-3,287,639,193,215,2149,2304,4-4-2,285,588,435,370,2314,2342,1,2,L
88,88,3-4-3,226,483,146,152,2346,2317,3-4-3,165,601,133,370,2237,2258,2,5,L
89,89,3-5-2,346,459,0,277,2223,2208,4-3-3,301,462,83,311,2268,2290,4,1,W
90,90,3-4-3,165,601,133,370,2237,2258,3-5-2,287,639,193,215,2149,2304,2,1,W
91,91,3-4-1-2,402,469,213,298,2128,2199,3-4-3,312,300,260,340,2232,2267,0,1,L
92,92,4-4-2,145,381,292,215,2217,2322,3-5-2,218,446,118,297,2169,2207,2,2,D
93,93,4-3-3,301,462,83,311,2268,2290,4-5-1,315,602,206,150,2095,2258,3,0,W
94,94,5-3-2,241,485,80,243,2377,2358,5-3-2,346,459,0,277,2223,2208,1,0,W
95,95,4-2-3-1,224,518,75,353,2282,2445,3-4-3,278,491,357,211,2011,2188,0,1,L
96,96,3-5-2,311,401,295,135,1893,1985,4-3-3,228,491,285,232,2277,2216,2,3,L
97,97,4-4-2,277,435,282,278,2224,2210,4-1-4-1,218,849,190,291,2219,2211,1,1,D
98,98,5-3-2,285,588,435,370,2314,2342,4-4-1-1,226,483,146,152,2346,2317,2,0,W
99,99,4-4-2,214,485,237,387,2255,2233,4-2-3-1,203,508,405,150,2171,2212,1,0,W
100,100,4-4-2,315,602,206,150,2095,2258,3-3-2-2,311,401,295,135,1893,1985,1,0,W
101,101,4-4-2,203,508,405,150,2171,2212,4-4-2,402,469,213,298,2128,2199,0,1,L
102,102,4-2-3-1,218,849,190,291,2219,2211,4-5-1,214,485,237,387,2255,2233,0,1,L
103,103,3-4-3,278,491,357,211,2011,2188,4-4-2,285,588,435,370,2314,2342,2,2,D
104,104,4-3-3,287,639,193,215,2149,2304,4-4-2,277,435,282,278,2224,2210,0,1,L
105,105,3-4-3,218,446,118,297,2169,2207,4-2-2-2,301,462,83,311,2268,2290,1,4,L
106,106,3-5-2,312,300,260,340,2232,2267,5-3-2,241,485,80,243,2377,2358,1,0,W
107,107,4-3-2-1,226,483,146,152,2346,2317,4-3-3,224,518,75,353,2282,2445,3,2,W
108,108,4-3-3,228,491,285,232,2277,2216,3-4-3,165,601,133,370,2237,2258,3,1,W
109,109,3-5-1-1,346,459,0,277,2223,2208,4-4-2,145,381,292,215,2217,2322,1,0,W
110,110,3-4-3,165,601,133,370,2237,2258,5-3-2,346,459,0,277,2223,2208,2,0,W
111,111,4-4-1-1,402,469,213,298,2128,2199,4-2-3-1,315,602,206,150,2095,2258,4,0,W
112,112,4-4-2,214,485,237,387,2255,2233,4-3-3,287,639,193,215,2149,2304,2,0,W
113,113,4-4-2,145,381,292,215,2217,2322,4-3-3,226,483,146,152,2346,2317,2,2,D
114,114,4-4-1-1,285,588,435,370,2314,2342,4-3-3,228,491,285,232,2277,2216,0,2,L
115,115,4-3-3,301,462,83,311,2268,2290,4-2-3-1,218,849,190,291,2219,2211,3,0,W
116,116,4-2-3-1,241,485,80,243,2377,2358,4-4-2,203,508,405,150,2171,2212,4,1,W
117,117,3-5-2,311,401,295,135,1893,1985,3-5-1-1,312,300,260,340,2232,2267,0,4,L
118,118,3-4-3,224,518,75,353,2282,2445,4-3-3,218,446,118,297,2169,2207,2,0,W
119,119,4-4-1-1,277,435,282,278,2224,2210,3-4-3,278,491,357,211,2011,2188,2,2,D
120,120,4-2-3-1,218,446,118,297,2169,2207,4-4-1-1,285,588,435,370,2314,2342,1,1,D
121,121,4-2-2-2,145,381,292,215,2217,2322,3-4-3,278,491,357,211,2011,2188,2,1,W
122,122,4-3-3,301,462,83,311,2268,2290,3-5-1-1,312,300,260,340,2232,2267,1,1,D
123,123,4-2-3-1,241,485,80,243,2377,2358,4-5-1,277,435,282,278,2224,2210,1,0,W
124,124,4-4-2,203,508,405,150,2171,2212,3-4-3,224,518,75,353,2282,2445,0,3,L
125,125,4-4-2,287,639,193,215,2149,2304,4-4-1-1,402,469,213,298,2128,2199,0,0,D
126,126,3-5-2,346,459,0,277,2223,2208,3-5-2,311,401,295,135,1893,1985,1,1,D
127,127,4-4-1-1,214,485,237,387,2255,2233,3-4-3,165,601,133,370,2237,2258,0,1,L
128,128,4-5-1,315,602,206,150,2095,2258,4-3-3,228,491,285,232,2277,2216,1,2,L
129,129,4-2-3-1,218,849,190,291,2219,2211,4-4-2,226,483,146,152,2346,2317,4,1,W
130,130,4-4-1-1,277,435,282,278,2224,2210,4-4-2,145,381,292,215,2217,2322,0,0,D
131,131,4-4-1-1,285,588,435,370,2314,2342,3-5-2,346,459,0,277,2223,2208,2,1,W
132,132,3-5-2,224,518,75,353,2282,2445,3-4-3,241,485,80,243,2377,2358,2,4,L
133,133,3-4-3,311,401,295,135,1893,1985,4-2-3-1,203,508,405,150,2171,2212,2,2,D
134,134,3-4-3,165,601,133,370,2237,2258,3-4-3,315,602,206,150,2095,2258,5,0,W
135,135,4-4-2,402,469,213,298,2128,2199,4-4-1-1,214,485,237,387,2255,2233,1,2,L
136,136,5-4-1,312,300,260,340,2232,2267,4-4-2,287,639,193,215,2149,2304,1,0,W
137,137,4-1-4-1,226,483,146,152,2346,2317,4-1-4-1,218,446,118,297,2169,2207,4,0,W
138,138,4-3-3,228,491,285,232,2277,2216,5-4-1,218,849,190,291,2219,2211,2,1,W
139,139,3-4-3,278,491,357,211,2011,2188,4-2-3-1,301,462,83,311,2268,2290,0,3,L
140,140,3-4-3,165,601,133,370,2237,2258,3-4-3,241,485,80,243,2377,2358,1,3,L
141,141,4-4-2,277,435,282,278,2224,2210,3-5-2,301,462,83,311,2268,2290,1,5,L
142,142,3-5-2,312,300,260,340,2232,2267,3-4-3,203,508,405,150,2171,2212,3,1,W
143,143,4-1-4-1,226,483,146,152,2346,2317,4-2-3-1,315,602,206,150,2095,2258,2,0,W
144,144,4-4-1-1,285,588,435,370,2314,2342,4-4-1-1,214,485,237,387,2255,2233,1,0,W
145,145,4-4-2,278,491,357,211,2011,2188,4-4-2,287,639,193,215,2149,2304,2,1,W
146,146,3-4-3,224,518,75,353,2282,2445,4-2-3-1,346,459,0,277,2223,2208,1,1,D
147,147,4-3-3,311,401,295,135,1893,1985,4-4-2,145,381,292,215,2217,2322,0,0,D
148,148,4-4-1-1,402,469,213,298,2128,2199,4-2-3-1,218,849,190,291,2219,2211,1,1,D
149,149,4-3-3,228,491,285,232,2277,2216,5-3-2,218,446,118,297,2169,2207,2,1,W
150,150,4-2-3-1,214,485,237,387,2255,2233,4-2-3-1,224,518,75,353,2282,2445,1,0,W
151,151,4-2-2-2,145,381,292,215,2217,2322,4-2-2-2,402,469,213,298,2128,2199,2,2,D
152,152,4-2-3-1,315,602,206,150,2095,2258,4-4-1-1,277,435,282,278,2224,2210,2,0,W
153,153,4-4-1-1,203,508,405,150,2171,2212,4-4-1-1,285,588,435,370,2314,2342,2,3,L
154,154,4-3-3,287,639,193,215,2149,2304,4-4-2,311,401,295,135,1893,1985,1,0,W
155,155,4-2-3-1,346,459,0,277,2223,2208,3-4-3,278,491,357,211,2011,2188,5,1,W
156,156,3-4-3,218,446,118,297,2169,2207,3-5-2,312,300,260,340,2232,2267,1,0,W
157,157,4-3-3,301,462,83,311,2268,2290,4-4-2,226,483,146,152,2346,2317,1,1,D
158,158,4-2-3-1,241,485,80,243,2377,2358,4-3-3,228,491,285,232,2277,2216,1,2,L
159,159,4-2-3-1,218,849,190,291,2219,2211,3-4-3,165,601,133,370,2237,2258,1,1,D
160,160,4-4-1-1,214,485,237,387,2255,2233,4-4-2,278,491,357,211,2011,2188,1,0,W
161,161,4-4-2,145,381,292,215,2217,2322,3-4-3,224,518,75,353,2282,2445,2,1,W
162,162,4-5-1,315,602,206,150,2095,2258,3-4-3,312,300,260,340,2232,2267,1,3,L
163,163,4-4-2,301,462,83,311,2268,2290,4-3-2-1,311,401,295,135,1893,1985,0,0,D
164,164,4-2-3-1,241,485,80,243,2377,2358,4-4-1-1,402,469,213,298,2128,2199,1,0,W
165,165,4-2-3-1,203,508,405,150,2171,2212,4-2-3-1,226,483,146,152,2346,2317,0,1,L
166,166,4-2-3-1,218,849,190,291,2219,2211,4-2-3-1,285,588,435,370,2314,2342,1,4,L
167,167,4-5-1,287,639,193,215,2149,2304,4-3-3,228,491,285,232,2277,2216,0,4,L
168,168,4-2-3-1,346,459,0,277,2223,2208,4-3-2-1,277,435,282,278,2224,2210,2,0,W
169,169,5-3-2,218,446,118,297,2169,2207,4-3-3,165,601,133,370,2237,2258,0,0,D
170,170,4-3-3,165,601,133,370,2237,2258,4-4-2,203,508,405,150,2171,2212,1,0,W
171,171,4-2-3-1,277,435,282,278,2224,2210,4-2-3-1,214,485,237,387,2255,2233,0,0,D
172,172,3-4-3,312,300,260,340,2232,2267,3-4-3,218,849,190,291,2219,2211,1,0,W
173,173,4-2-3-1,285,588,435,370,2314,2342,4-2-2-2,145,381,292,215,2217,2322,0,3,L
174,174,4-3-3,228,491,285,232,2277,2216,4-3-3,346,459,0,277,2223,2208,4,1,W
175,175,4-2-2-2,278,491,357,211,2011,2188,3-4-1-2,218,446,118,297,2169,2207,0,3,L
176,176,3-4-3,224,518,75,353,2282,2445,4-2-2-2,315,602,206,150,2095,2258,1,4,L
177,177,4-4-1-1,402,469,213,298,2128,2199,4-3-3,301,462,83,311,2268,2290,0,4,L
178,178,4-3-3,311,401,295,135,1893,1985,4-2-3-1,241,485,80,243,2377,2358,1,2,L
179,179,4-2-3-1,226,483,146,152,2346,2317,4-3-3,287,639,193,215,2149,2304,3,1,W
180,180,4-2-3-1,165,601,133,370,2237,2258,4-2-3-1,301,462,83,311,2268,2290,3,3,D
181,181,4-4-1-1,277,435,282,278,2224,2210,4-2-3-1,224,518,75,353,2282,2445,1,0,W
182,182,4-4-1-1,214,485,237,387,2255,2233,4-2-3-1,346,459,0,277,2223,2208,0,3,L
183,183,4-1-4-1,226,483,146,152,2346,2317,3-4-3,312,300,260,340,2232,2267,0,0,D
184,184,4-2-3-1,285,588,435,370,2314,2342,4-2-3-1,241,485,80,243,2377,2358,2,2,D
185,185,4-3-3,228,491,285,232,2277,2216,3-4-3,402,469,213,298,2128,2199,4,0,W
186,186,4-2-3-1,218,849,190,291,2219,2211,4-2-3-1,315,602,206,150,2095,2258,1,1,D
187,187,4-2-3-1,278,491,357,211,2011,2188,4-4-2,311,401,295,135,1893,1985,3,1,W
188,188,4-3-3,287,639,193,215,2149,2304,4-4-2,145,381,292,215,2217,2322,1,1,D
189,189,3-4-3,218,446,118,297,2169,2207,4-4-2,203,508,405,150,2171,2212,2,3,L
190,190,4-4-1-1,402,469,213,298,2128,2199,3-4-3,218,446,118,297,2169,2207,3,3,D
191,191,3-5-1-1,312,300,260,340,2232,2267,4-5-1,277,435,282,278,2224,2210,2,0,W
192,192,4-2-3-1,315,602,206,150,2095,2258,4-2-3-1,278,491,357,211,2011,2188,1,1,D
193,193,4-3-3,301,462,83,311,2268,2290,4-5-1,287,639,193,215,2149,2304,5,0,W
194,194,4-2-3-1,241,485,80,243,2377,2358,4-1-4-1,214,485,237,387,2255,2233,2,2,D
195,195,4-2-3-1,346,459,0,277,2223,2208,4-1-4-1,218,849,190,291,2219,2211,5,2,W
196,196,4-3-3,224,518,75,353,2282,2445,4-2-3-1,285,588,435,370,2314,2342,2,1,W
197,197,4-4-2,311,401,295,135,1893,1985,3-5-2,226,483,146,152,2346,2317,0,0,D
198,198,3-4-3,203,508,405,150,2171,2212,4-3-3,228,491,285,232,2277,2216,0,1,L
199,199,4-4-2,145,381,292,215,2217,2322,3-4-3,165,601,133,370,2237,2258,2,3,L
200,200,4-4-1-1,402,469,213,298,2128,2199,4-3-3,226,483,146,152,2346,2317,2,1,W
201,201,3-4-3,312,300,260,340,2232,2267,4-2-3-1,278,491,357,211,2011,2188,5,0,W
202,202,4-2-3-1,315,602,206,150,2095,2258,4-4-1-1,214,485,237,387,2255,2233,0,0,D
203,203,4-3-3,301,462,83,311,2268,2290,4-4-2,285,588,435,370,2314,2342,2,1,W
204,204,4-3-3,241,485,80,243,2377,2358,4-2-3-1,218,849,190,291,2219,2211,0,0,D
205,205,4-4-2,203,508,405,150,2171,2212,4-4-1-1,277,435,282,278,2224,2210,0,0,D
206,206,4-2-3-1,224,518,75,353,2282,2445,4-4-2,287,639,193,215,2149,2304,1,2,L
207,207,4-3-3,145,381,292,215,2217,2322,4-3-3,228,491,285,232,2277,2216,0,0,D
208,208,5-3-2,311,401,295,135,1893,1985,3-4-3,165,601,133,370,2237,2258,1,1,D
209,209,4-4-1-1,277,435,282,278,2224,2210,4-4-2,402,469,213,298,2128,2199,2,2,D
210,210,4-2-3-1,214,485,237,387,2255,2233,4-2-3-1,301,462,83,311,2268,2290,1,2,L
211,211,4-2-3-1,226,483,146,152,2346,2317,4-3-3,241,485,80,243,2377,2358,0,2,L
212,212,4-4-2,285,588,435,370,2314,2342,4-2-3-1,315,602,206,150,2095,2258,3,0,W
213,213,4-3-3,278,491,357,211,2011,2188,4-2-3-1,203,508,405,150,2171,2212,0,1,L
214,214,4-3-3,228,491,285,232,2277,2216,4-2-3-1,224,518,75,353,2282,2445,3,1,W
215,215,4-2-3-1,218,849,190,291,2219,2211,4-2-3-1,145,381,292,215,2217,2322,1,2,L
216,216,5-3-2,287,639,193,215,2149,2304,4-2-3-1,346,459,0,277,2223,2208,0,2,L
217,217,3-4-3,218,446,118,297,2169,2207,4-2-3-1,311,401,295,135,1893,1985,2,1,W
218,218,3-4-3,165,601,133,370,2237,2258,3-5-2,312,300,260,340,2232,2267,2,2,D
219,219,4-2-3-1,346,459,0,277,2223,2208,3-5-2,218,446,118,297,2169,2207,1,1,D
220,220,3-5-1-1,312,300,260,340,2232,2267,4-4-1-1,285,588,435,370,2314,2342,0,0,D
221,221,4-4-2,145,381,292,215,2217,2322,4-2-3-1,214,485,237,387,2255,2233,1,0,W
222,222,4-2-3-1,315,602,206,150,2095,2258,3-5-1-1,218,446,118,297,2169,2207,1,4,L
223,223,4-2-3-1,203,508,405,150,2171,2212,4-4-2,287,639,193,215,2149,2304,1,1,D
224,224,4-2-3-1,346,459,0,277,2223,2208,4-2-3-1,226,483,146,152,2346,2317,4,0,W
225,225,4-2-3-1,224,518,75,353,2282,2445,4-2-3-1,218,849,190,291,2219,2211,2,2,D
226,226,4-4-2,311,401,295,135,1893,1985,4-1-4-1,277,435,282,278,2224,2210,2,0,W
227,227,3-4-3,402,469,213,298,2128,2199,3-4-3,165,601,133,370,2237,2258,2,1,W
228,228,4-3-3,301,462,83,311,2268,2290,4-3-3,228,491,285,232,2277,2216,4,3,W
229,229,4-2-3-1,241,485,80,243,2377,2358,4-2-3-1,278,491,357,211,2011,2188,3,0,W
230,230,4-1-4-1,165,601,133,370,2237,2258,4-4-2,145,381,292,215,2217,2322,4,1,W
231,231,3-5-2,277,435,282,278,2224,2210,3-4-3,312,300,260,340,2232,2267,0,4,L
232,232,4-4-1-1,214,485,237,387,2255,2233,4-3-3,241,485,80,243,2377,2358,0,1,L
233,233,4-2-3-1,226,483,146,152,2346,2317,4-4-2,311,401,295,135,1893,1985,1,1,D
234,234,4-4-1-1,285,588,435,370,2314,2342,4-2-3-1,224,518,75,353,2282,2445,2,0,W
235,235,4-3-3,228,491,285,232,2277,2216,3-4-3,203,508,405,150,2171,2212,3,1,W
236,236,4-2-3-1,278,491,357,211,2011,2188,4-2-3-1,315,602,206,150,2095,2258,2,0,W
237,237,3-5-1-1,218,446,118,297,2169,2207,3-4-3,402,469,213,298,2128,2199,1,1,D
238,238,4-2-3-1,218,849,190,291,2219,2211,4-2-3-1,346,459,0,277,2223,2208,1,1,D
239,239,3-4-3,287,639,193,215,2149,2304,4-2-3-1,301,462,83,311,2268,2290,1,0,W
240,240,3-5-2,315,602,206,150,2095,2258,4-3-3,301,462,83,311,2268,2290,0,3,L
241,241,3-4-3,287,639,193,215,2149,2304,4-3-3,165,601,133,370,2237,2258,3,1,W
242,242,3-4-3,218,446,118,297,2169,2207,4-4-2,145,381,292,215,2217,2322,1,1,D
243,243,3-4-3,312,300,260,340,2232,2267,3-4-3,402,469,213,298,2128,2199,0,3,L
244,244,4-2-3-1,226,483,146,152,2346,2317,4-2-3-1,285,588,435,370,2314,2342,2,1,W
245,245,4-3-3,228,491,285,232,2277,2216,4-4-1-1,311,401,295,135,1893,1985,3,0,W
246,246,4-4-1-1,203,508,405,150,2171,2212,4-4-1-1,214,485,237,387,2255,2233,1,1,D
247,247,4-2-3-1,218,849,190,291,2219,2211,4-4-2,277,435,282,278,2224,2210,1,1,D
248,248,4-2-3-1,278,491,357,211,2011,2188,4-3-3,224,518,75,353,2282,2445,0,0,D
249,249,4-2-3-1,346,459,0,277,2223,2208,4-2-3-1,241,485,80,243,2377,2358,2,0,W
250,250,4-2-3-1,165,601,133,370,2237,2258,3-4-3,226,483,146,152,2346,2317,5,1,W
251,251,3-4-3,402,469,213,298,2128,2199,4-3-3,278,491,357,211,2011,2188,2,1,W
252,252,4-4-1-1,277,435,282,278,2224,2210,3-4-3,218,446,118,297,2169,2207,3,1,W
253,253,4-4-2,214,485,237,387,2255,2233,4-3-3,228,491,285,232,2277,2216,1,1,D
254,254,4-4-2,285,588,435,370,2314,2342,5-4-1,287,639,193,215,2149,2304,1,1,D
255,255,4-2-3-1,241,485,80,243,2377,2358,4-1-4-1,315,602,206,150,2095,2258,2,0,W
256,256,4-4-2,311,401,295,135,1893,1985,4-5-1,218,849,190,291,2219,2211,2,3,L
257,257,4-4-2,145,381,292,215,2217,2322,4-4-1-1,203,508,405,150,2171,2212,1,1,D
258,258,4-3-3,301,462,83,311,2268,2290,4-4-2,346,459,0,277,2223,2208,2,2,D
259,259,3-4-3,224,518,75,353,2282,2445,3-4-3,312,300,260,340,2232,2267,4,1,W
260,260,4-3-3,226,483,146,152,2346,2317,4-3-3,145,381,292,215,2217,2322,3,1,W
261,261,4-3-3,228,491,285,232,2277,2216,3-5-2,285,588,435,370,2314,2342,5,1,W
262,262,4-3-3,278,491,357,211,2011,2188,4-4-1-1,277,435,282,278,2224,2210,1,1,D
263,263,5-4-1,287,639,193,215,2149,2304,4-4-2,214,485,237,387,2255,2233,1,0,W
264,264,4-2-3-1,346,459,0,277,2223,2208,4-3-3,165,601,133,370,2237,2258,1,0,W
265,265,3-4-3,218,446,118,297,2169,2207,3-4-3,224,518,75,353,2282,2445,2,0,W
266,266,4-2-3-1,315,602,206,150,2095,2258,3-4-3,402,469,213,298,2128,2199,4,1,W
267,267,4-4-1-1,203,508,405,150,2171,2212,4-5-1,241,485,80,243,2377,2358,1,0,W
